topic_id,topic_name,subfield_id,subfield_name,field_id,field_name,domain_id,domain_name,keywords,summary,wikipedia_url
12218,Coal and Its By-products,1906,Geochemistry and Petrology,19,Earth and Planetary Sciences,3,Physical Sciences,Coal Geochemistry; Trace Elements; Fly Ash; Rare Earth Elements; Mineralogy; Environmental Impact; Alumina Recovery; Phytoremediation; Heavy Metals; Element Distribution,"This cluster of papers focuses on the geochemistry, utilization, and environmental impact of coal and its byproducts. It covers topics such as trace elements in coal, fly ash characterization, rare earth elements recovery, alumina extraction, phytoremediation of coal ash disposal sites, and the distribution of heavy metals.",https://en.wikipedia.org/wiki/Coal_geochemistry
13067,Geological Modeling and Analysis,1906,Geochemistry and Petrology,19,Earth and Planetary Sciences,3,Physical Sciences,Geological Modeling; Uncertainty Analysis; 3D Visualization; Data Integration; Structural Interpretation; Geospatial Knowledge; Stochastic Modeling; Geological Mapping; Hydrogeological Assessment; GIS-based Modeling,"This cluster of papers focuses on geological modeling, uncertainty analysis, and visualization techniques in the field of geoscience. It explores methods for integrating multi-source data, addressing conceptual uncertainty, and incorporating stochastic modeling in 3D geological models. The papers also discuss the application of geological modeling in hydrogeological assessments and urban development, emphasizing the importance of accurate spatial representation and visualization of geological structures.",https://en.wikipedia.org/wiki/Geological_modelling
13209,Cold Fusion and Nuclear Reactions,1906,Geochemistry and Petrology,19,Earth and Planetary Sciences,3,Physical Sciences,Piezonuclear Reactions; Neutron Emissions; Shroud of Turin; Deep Learning; Nuclear Fusion; Correlated States; Pill Recognition; Low Energy Nuclear Reactions; Deuterium Permeation; Electromagnetic Emissions,"This cluster of papers explores piezonuclear reactions, including neutron emissions from brittle rocks, laboratory experiments on piezonuclear fission reactions, and their potential connection to the Shroud of Turin. It also covers topics such as deep learning-based pill recognition systems, low energy nuclear reactions, and deuterium gas permeation effects on elemental analysis.",https://en.wikipedia.org/wiki/Piezonuclear_reaction
13443,Mineralogy and Gemology Studies,1906,Geochemistry and Petrology,19,Earth and Planetary Sciences,3,Physical Sciences,Gemstones; Geochemistry; Petrology; Raman Spectroscopy; Nanoinclusions; Water Molecules; Opals; Beryl; Sapphires; Jade,"This cluster of papers explores the geochemistry and petrology of various gemstones, including the use of Raman spectroscopy, identification of nanoinclusions, behavior of water molecules, and the formation processes of opals, beryl, sapphires, and jade.",https://en.wikipedia.org/wiki/Gemstone
10647,Coastal and Marine Dynamics,1904,Earth-Surface Processes,19,Earth and Planetary Sciences,3,Physical Sciences,Coastal Dynamics; Sea-Level Rise; Shoreline Change; Wave Modeling; Coastal Vulnerability; Beach Erosion; Sediment Transport; Climate Change Impacts; Coastal Management; Remote Sensing,"This cluster of papers encompasses a wide range of topics related to coastal dynamics, including sea-level rise, shoreline change, wave modeling, coastal vulnerability, beach erosion, sediment transport, climate change impacts, coastal management, and remote sensing techniques. The papers collectively aim to understand and address the complex interactions between natural processes and human activities in coastal environments.",https://en.wikipedia.org/wiki/Coastal_dynamics
10965,Geological formations and processes,1904,Earth-Surface Processes,19,Earth and Planetary Sciences,3,Physical Sciences,Sedimentation; Fluvial Systems; Sequence Stratigraphy; Turbidity Currents; Submarine Landslides; Delta Evolution; Sedimentary Deposition; Tectonics; Subaqueous Sediment Density Flows; Holocene Development,"This cluster of papers explores the various processes and mechanisms involved in sedimentation, including fluvial systems, sequence stratigraphy, turbidity currents, submarine landslides, delta evolution, and subaqueous sediment density flows. It also delves into the tectonic and Holocene development aspects influencing sedimentary deposition in Earth's geological history.",https://en.wikipedia.org/wiki/Sedimentary_processes
11643,Building materials and conservation,1904,Earth-Surface Processes,19,Earth and Planetary Sciences,3,Physical Sciences,Geomycology; Biodeterioration; Bioremediation; Cultural Heritage; Rock Weathering; Microbial Diversity; Salt Crystallization; Lime Mortars; Fungal Colonization; Conservation,"This cluster of papers explores the role of fungi and microorganisms in the biogeochemical transformations of rocks, minerals, and metals, with a focus on their impact on cultural heritage conservation. It covers topics such as biodeterioration, bioremediation, microbial diversity, salt crystallization, lime mortars, fungal colonization, and the weathering of rock materials.",https://en.wikipedia.org/wiki/Geomycology
12083,Karst Systems and Hydrogeology,1904,Earth-Surface Processes,19,Earth and Planetary Sciences,3,Physical Sciences,Karst; Groundwater; Hydrogeology; Geohazards; Modeling; Cave; Aquifer; Rocky Desertification; Sinkhole; Geochemistry,"This cluster of papers focuses on the hydrogeological characteristics, geohazards, and environmental impacts associated with karst landscapes. It covers topics such as groundwater modeling, cave hydrogeology, rocky desertification, sinkhole hazards, and geochemical processes in karst aquifers.",https://en.wikipedia.org/wiki/Karst_hydrogeology
12383,Aeolian processes and effects,1904,Earth-Surface Processes,19,Earth and Planetary Sciences,3,Physical Sciences,Aeolian Processes; Wind Erosion; Sand Dunes; Dune Dynamics; Vegetation Cover; Climate Change; Sediment Transport; Desertification; Coastal Dunes; Dust Emission,"This cluster of papers explores the dynamics of aeolian processes, including wind erosion, sand dune formation and mobility, the impact of vegetation cover, and the influence of climate change on desert landscapes. It also delves into the interactions between aeolian and fluvial systems, dust emission, and the geomorphological effects of windbreaks.",https://en.wikipedia.org/wiki/Aeolian_processes
13785,Aquatic and Environmental Studies,1904,Earth-Surface Processes,19,Earth and Planetary Sciences,3,Physical Sciences,Numerical Modeling; Hydrodynamic Processes; Shallow Water Flows; Coastal Zone; Sediment Transport; High-Performance Computing; Ecosystem Models; Biological Rehabilitation; Wave Processes; Environmental Impact,"This cluster of papers focuses on the numerical modeling and analysis of coastal hydrodynamic processes in shallow water basins, including sediment transport, wave processes, and ecological consequences. It also explores the development of ecosystem models, sustainable rehabilitation methods, and the environmental impact of anthropogenic activities in coastal areas.",https://en.wikipedia.org/wiki/Coastal_hydrodynamics
10075,Atmospheric chemistry and aerosols,1902,Atmospheric Science,19,Earth and Planetary Sciences,3,Physical Sciences,Atmospheric Aerosols; Black Carbon; Organic Aerosol; Air Quality; Climate Forcing; Aerosol Formation; Emission Modeling; Chemical Composition; Haze Pollution; Tropospheric Chemistry,"This cluster of papers focuses on the characteristics, sources, impacts, and modeling of atmospheric aerosols, including black carbon and organic aerosols. It explores their role in air quality, climate forcing, haze pollution, and tropospheric chemistry.",https://en.wikipedia.org/wiki/Atmospheric_aerosol
10644,Cryospheric studies and observations,1902,Atmospheric Science,19,Earth and Planetary Sciences,3,Physical Sciences,Glacier; Climate Change; Water Availability; Ice Sheet; Sea Level Rise; Himalayas; Antarctica; Snow Cover; Hydrology; Remote Sensing,"This cluster of papers focuses on the impacts of climate change on glaciers, ice sheets, and water availability in regions such as the Himalayas and Antarctica. It explores topics such as glacier mass balance, sea level rise, snow cover monitoring, and hydrological responses to glacier melt.",https://en.wikipedia.org/wiki/Retreat_of_glaciers_since_1850
11234,Precipitation Measurement and Analysis,1902,Atmospheric Science,19,Earth and Planetary Sciences,3,Physical Sciences,Satellite; Precipitation; Estimation; Validation; Rainfall; Gauge; Radar; Hydrological Modeling; Global Measurement; Spatial Interpolation,"This cluster of papers focuses on the estimation, validation, and improvement of satellite-based precipitation data using a variety of techniques including gauge and radar measurements, hydrological modeling, and spatial interpolation. It covers topics such as global measurement, rainfall estimation from satellite imagery, and the challenges of satellite rainfall estimation over complex terrain.",https://en.wikipedia.org/wiki/Satellite_precipitation_estimation
11320,Atmospheric Ozone and Climate,1902,Atmospheric Science,19,Earth and Planetary Sciences,3,Physical Sciences,Stratospheric Water Vapor; Ozone Depletion; Tropopause Layer; Climate Impact; Brewer-Dobson Circulation; Atmospheric Composition; Remote Sensing Instruments; Chemical Transport Model; Solar Cycle Influence; Montreal Protocol,"This cluster of papers focuses on the study of stratospheric chemistry, with a particular emphasis on the impacts of ozone depletion, changes in stratospheric water vapor, and the influence of the Brewer-Dobson circulation on climate. It also covers the role of remote sensing instruments and chemical transport models in understanding atmospheric composition and climate impact. The cluster highlights the significance of the Montreal Protocol in protecting the ozone layer and addresses the influence of solar cycle variations on stratospheric chemistry.",https://en.wikipedia.org/wiki/Stratospheric_chemistry
11333,Climate change and permafrost,1902,Atmospheric Science,19,Earth and Planetary Sciences,3,Physical Sciences,Permafrost; Arctic; Climate Change; Carbon Feedback; Thawing; Methane Emissions; Tundra; Vegetation Change; Hydrology; Ecosystem Response,"This cluster of papers focuses on the dynamics of Arctic permafrost in the context of climate change, including its impact on carbon feedback, methane emissions, vegetation change, and hydrology. The research covers a wide range of topics such as soil organic carbon pools, shrub expansion, tundra biome responses, and the vulnerability of high-latitude soil organic carbon.",https://en.wikipedia.org/wiki/Permafrost#Arctic_permafrost
11459,Arctic and Antarctic ice dynamics,1902,Atmospheric Science,19,Earth and Planetary Sciences,3,Physical Sciences,Arctic; Sea Ice; Decline; Variability; Climate Change; Remote Sensing; Ocean Circulation; Freshwater Cycle; Antarctic Comparison; Atmospheric Circulation,"This cluster of papers focuses on the variability and decline of Arctic sea ice, including topics such as climate change impacts, remote sensing techniques, ocean circulation, freshwater cycle, and comparisons with Antarctic sea ice. The research synthesizes historical trends, observational data, and modeling to understand the rapid changes in the Arctic sea ice cover.",https://en.wikipedia.org/wiki/Arctic_sea_ice_decline
11483,Tropical and Extratropical Cyclones Research,1902,Atmospheric Science,19,Earth and Planetary Sciences,3,Physical Sciences,Tropical Cyclones; Climate Change; Hurricanes; Storm Surge; Global Warming; Intensity; Trends; Sea Level Rise; ENSO; Wind Shear,"This cluster of papers focuses on the relationship between tropical cyclone intensity and climate change, including the impact of global warming, sea level rise, and environmental factors such as ENSO and wind shear. It also examines trends in tropical cyclone activity and the associated storm surge risks.",https://en.wikipedia.org/wiki/Tropical_cyclone
11594,Tree-ring climate responses,1902,Atmospheric Science,19,Earth and Planetary Sciences,3,Physical Sciences,Climate Change; Tree Rings; Temperature Variability; Dendrochronology; Global Warming; Historical Climate; Extreme Events; Paleoclimatology; Precipitation Variability; Tree Line Shifts,"This cluster of papers explores the causes and impacts of climate change over the past millennia, focusing on temperature variability, tree ring analysis, historical climate reconstructions, extreme events, and precipitation variability. It encompasses studies on dendrochronology, global warming, and the shifting of tree lines in response to environmental changes.",https://en.wikipedia.org/wiki/Paleoclimatology
13811,Earth Systems and Cosmic Evolution,1902,Atmospheric Science,19,Earth and Planetary Sciences,3,Physical Sciences,Gaia Hypothesis; Earth Systems Science; Complex Adaptive Systems; Environmental Regulation; Planetary Self-Regulation; Daisyworld; Microbial Ecology; Global Warming; Biosphere; Climate Change,"This cluster of papers explores the Gaia hypothesis, which proposes that the Earth is a self-regulating system involving complex interactions between the biosphere, atmosphere, hydrosphere, and lithosphere. It delves into topics such as planetary self-regulation, environmental regulation, microbial ecology, daisyworld modeling, and the impact of human activities on global warming and climate change.",https://en.wikipedia.org/wiki/Gaia_hypothesis
13890,Remote Sensing and Land Use,1902,Atmospheric Science,19,Earth and Planetary Sciences,3,Physical Sciences,Remote Sensing; Hyperspectral Imaging; Geohazards; Earthquake Damage; Urban Heat Island; Vegetation Classification; Medicinal Plants; Land Use Change; Object-Oriented Analysis; Spatial Pattern Analysis,"This cluster of papers focuses on the applications of remote sensing technology in geoscience, agriculture, and environmental monitoring. It covers topics such as hyperspectral imaging, geohazards induced by earthquakes, urban heat island effects, vegetation classification, and the impact of land use change. Additionally, it explores the use of remote sensing for assessing earthquake damage, monitoring medicinal plants, and analyzing spatial patterns in various environments.",https://en.wikipedia.org/wiki/Remote_sensing
11823,Natural Resources and Economic Development,2000,"General Economics, Econometrics and Finance",20,"Economics, Econometrics and Finance",2,Social Sciences,Natural Resources; Resource Curse; Political Economy; Oil Wealth; Corruption; Democracy; Institutions; Economic Development; Rent Seeking; Transparency,"This cluster of papers explores the phenomenon of resource curse, focusing on the impact of natural resource abundance, particularly oil, on political institutions, economic development, corruption, and democracy. It delves into the intricate relationship between resource wealth, governance, and societal well-being, offering insights into the challenges and complexities associated with managing and harnessing natural resources for sustainable development.",https://en.wikipedia.org/wiki/Resource_curse
13498,Economic Development and Digital Transformation,2000,"General Economics, Econometrics and Finance",20,"Economics, Econometrics and Finance",2,Social Sciences,Technological Revolutions; Innovation Policy; Economic Development; Globalization; Industrial Policy; Human Capital Theory; Digital Transformation; Socioeconomic Change; Revolutionary Waves; Demographic Transition,"This cluster of papers explores the impact of technological revolutions, innovation policy, and socioeconomic change on the global economy. It delves into topics such as human capital theory, demographic transition, industrial policy, and the dynamics of revolutionary waves. The papers also discuss the influence of digital transformation, globalization, and economic development in the context of technological revolutions.",https://en.wikipedia.org/wiki/Technological_revolution
14112,"Economic, financial, and policy analysis",2000,"General Economics, Econometrics and Finance",20,"Economics, Econometrics and Finance",2,Social Sciences,Globalization; Financial Crisis; Economic Policy; Development Studies; Monetary Policy; Trade Regulation; Sustainable Development; Institutional Reform; Banking Regulation; International Trade,"This cluster of papers covers a wide range of topics related to global economic development, governance, and financial systems. It includes discussions on the impact of globalization, financial crises, monetary policy, trade regulation, sustainable development, institutional reform, and banking regulation. The papers also delve into the historical context of economic development and the challenges faced by different countries in achieving sustainable growth.",https://en.wikipedia.org/wiki/Economic_development
11976,Capital Investment and Risk Analysis,2003,Finance,20,"Economics, Econometrics and Finance",2,Social Sciences,Real Options; Investment Under Uncertainty; Strategic Decision Making; R&D Competition; Renewable Energy Investments; Information Technology Risk Management; Capital Budgeting; Technology Adoption; Project Evaluation; Game Theory,"This cluster of papers focuses on the application of real options theory in investment strategies, particularly in the context of uncertainty, R&D competition, renewable energy investments, and technology adoption. It explores the use of real options for strategic decision making, risk management in information technology projects, and capital budgeting. The cluster also delves into the evaluation of projects and games theory within the framework of real options.",https://en.wikipedia.org/wiki/Real_options_analysis
13146,Sustainable Finance and Green Bonds,2003,Finance,20,"Economics, Econometrics and Finance",2,Social Sciences,Green Bonds; Climate Finance; Financial Stability; Monetary Policy; Sustainable Development; Climate Risks; Bond Pricing; Investment; Corporate Performance; Transition to Low-Carbon Economy,"This cluster of papers explores the impact of green bonds on climate finance, financial stability, and the transition to a low-carbon economy. It investigates the pricing of green bonds, their influence on corporate performance, and their role in financing sustainable development. The cluster also delves into the implications for monetary policy and the management of climate risks in the financial system.",https://en.wikipedia.org/wiki/Green_bond
14464,Community Development and Social Impact,2003,Finance,20,"Economics, Econometrics and Finance",2,Social Sciences,Impact Investing; Social Impact Bonds; Finance; Social Finance; Investment; Policy; Outcomes Measurement; Philanthropy; Marketization; Sustainable Development,"This cluster of papers explores the intersection of finance and social policy through the lens of impact investing, with a focus on social impact bonds, outcomes measurement, marketization, and sustainable development. It delves into the challenges, opportunities, and ethical considerations in leveraging private finance for public goods and evaluating the impact of such investments.",https://en.wikipedia.org/wiki/Impact_investing
10438,"Energy, Environment, Economic Growth",2002,Economics and Econometrics,20,"Economics, Econometrics and Finance",2,Social Sciences,CO2 Emissions; Energy Consumption; Economic Growth; Renewable Energy; Environmental Regulation; Panel Data Analysis; Kuznets Curve; Trade Openness; Financial Development; Urbanization,"This cluster of papers explores the economic impact of environmental policies and resources, focusing on CO2 emissions, energy consumption, economic growth, renewable energy, environmental regulation, panel data analysis, Kuznets Curve, trade openness, financial development, and urbanization. The research investigates the relationship between these factors and their implications for sustainable development and environmental degradation.",https://en.wikipedia.org/wiki/Environmental_economics
10471,Climate Change Policy and Economics,2002,Economics and Econometrics,20,"Economics, Econometrics and Finance",2,Social Sciences,Climate Change; Economic Impacts; Greenhouse Gas Emissions; Policy Instruments; Carbon Pricing; Socioeconomic Pathways; Energy Transition; Global Warming; Mitigation Strategies; Environmental Policy,"This cluster of papers focuses on the economic implications of climate change policies, including the impacts of greenhouse gas emissions, energy transition, and mitigation strategies. It explores various policy instruments such as carbon pricing and examines the socioeconomic pathways related to climate change. The research also delves into the potential global warming effects and the assessment of different environmental policies.",https://en.wikipedia.org/wiki/Economics_of_climate_change
10841,Economic and Environmental Valuation,2002,Economics and Econometrics,20,"Economics, Econometrics and Finance",2,Social Sciences,Discrete Choice Models; Conjoint Analysis; Willingness to Pay; Health Economics; Preference Elicitation; Environmental Valuation; Mixed Logit Models; Experimental Design; Consumer Preferences; Stated Preference Methods,"This cluster of papers focuses on the application of discrete choice models, such as mixed logit and conjoint analysis, in economics and health care. It explores topics related to willingness to pay, preference elicitation, experimental design, and environmental valuation. The papers also discuss the use of stated preference methods to understand consumer preferences and decision-making processes.",https://en.wikipedia.org/wiki/Discrete_choice
13237,Socio-economic Development and Sustainability,2002,Economics and Econometrics,20,"Economics, Econometrics and Finance",2,Social Sciences,Sustainable Development; Economic Growth; Information and Communication Technologies; Energy Efficiency; Entrepreneurship; Global Economy; Innovation; Knowledge Economy; Regional Development; Social Policy,"This cluster of papers explores the intersection of sustainable development, economic growth, and information and communication technologies in the context of European countries. It delves into topics such as energy efficiency, entrepreneurship, innovation, and the knowledge economy, with a focus on regional development and social policy.",https://en.wikipedia.org/wiki/Sustainable_development_in_Europe
13278,Economic and Business Development Strategies,2002,Economics and Econometrics,20,"Economics, Econometrics and Finance",2,Social Sciences,Sustainable Development; Resource Efficiency; Green Economy; Innovation Culture; Environmental Management; Global Value Chain; Renewable Energy Sources; Artificial Intelligence; Economic Security; Agricultural Enterprises,"This cluster of papers covers a wide range of topics related to sustainable development, economic management, and environmental responsibility. It includes research on resource efficiency, green economy, innovation culture, global value chains, renewable energy sources, artificial intelligence, and economic security. The papers also delve into the management of agricultural enterprises and environmental activities to ensure sustainable development.",https://en.wikipedia.org/wiki/Sustainable_development
13407,Regional Development and Management Studies,2002,Economics and Econometrics,20,"Economics, Econometrics and Finance",2,Social Sciences,Sustainable Development; Economic Growth; Rural Tourism; Agricultural Sustainability; Small and Medium Enterprises; Regional Development; Organizational Culture; Leadership Emergence; Financial Performance; Innovation Management,"This cluster of papers explores the intersection of sustainable development, economic growth, and rural tourism in Serbia. It covers topics such as agricultural sustainability, small and medium enterprises, regional development, organizational culture, leadership emergence, and financial performance. The papers delve into the challenges and opportunities for sustainable development in the context of economic growth, with a focus on the role of various industries and organizational practices.",https://en.wikipedia.org/wiki/Sustainable_development_in_Serbia
13949,Belt and Road Initiative,2002,Economics and Econometrics,20,"Economics, Econometrics and Finance",2,Social Sciences,China-Pakistan Economic Corridor; Sustainable Development; Infrastructure Development; Energy Security; Environmental Impact Assessment; Belt and Road Initiative; Regional Integration; Social Well-being; Transport Infrastructure; Geopolitics,"This cluster of papers focuses on the impact of the China-Pakistan Economic Corridor (CPEC), examining its influence on sustainable development, infrastructure, energy security, environmental assessment, regional integration, social well-being, transport infrastructure, and geopolitics. The papers explore the opportunities and challenges presented by CPEC for Pakistan and the broader region.",https://en.wikipedia.org/wiki/China%E2%80%93Pakistan_Economic_Corridor
13961,Socioeconomics of Resources and Conservation,2002,Economics and Econometrics,20,"Economics, Econometrics and Finance",2,Social Sciences,Conservation Reserve Program; Economic Impact; Biodiversity; Agricultural Sustainability; Environmental Policy; Rural Development; Sustainable Agriculture; Wildlife Conservation; Ecosystem Management; Resource Utilization,"This cluster of papers focuses on the economic and environmental impact of conservation programs, particularly the Conservation Reserve Program, on agricultural sustainability, biodiversity, rural development, and wildlife conservation. It explores the intersection of economic policy and environmental conservation efforts in rural areas.",https://en.wikipedia.org/wiki/Conservation_Reserve_Program
14008,Balkan and Eastern European Studies,2002,Economics and Econometrics,20,"Economics, Econometrics and Finance",2,Social Sciences,Economic Diplomacy; International Trade; Foreign Policy; Commercial Diplomacy; Nation-Building; Negotiation; International Relations; Sovereign Debt Crises; Global Economic Flows; Diplomatic Studies,"This cluster of papers focuses on the intersection of international relations, economics, and diplomacy, with a specific emphasis on economic diplomacy, commercial diplomacy, and the role of foreign powers in nation-building. It explores topics such as decision-making in international economic relations, sovereign debt crises, and the impact of economic diplomacy on global economic flows. The papers also delve into the negotiation strategies and trade dynamics between nations, highlighting the significance of economic considerations in diplomatic interactions.",https://en.wikipedia.org/wiki/Economic_diplomacy
14051,Regional Economic and Spatial Analysis,2002,Economics and Econometrics,20,"Economics, Econometrics and Finance",2,Social Sciences,Spatial Shift-Share Analysis; Economic Development; Regional Employment; Tourism Competitiveness; Structural Decomposition; Regional Disparity; Industrial Structure; Dynamic Analysis; Spatial Econometrics; Regional Growth,"This cluster of papers focuses on the application and development of spatial shift-share analysis in understanding economic changes, regional employment trends, tourism competitiveness, and industrial structure evolution. It also explores the dynamics of regional growth and the use of spatial econometrics to analyze regional disparities in economic development.",https://en.wikipedia.org/wiki/Shift-share_analysis
14066,Economic Development and Regional Competitiveness,2002,Economics and Econometrics,20,"Economics, Econometrics and Finance",2,Social Sciences,Regional Competitiveness; Economic Activity; Investment Attractiveness; Cluster Policy; Management Accounting; Innovation Management; Social Infrastructure; Energy Strategy; Sustainable Tourism; Knowledge Management,"This cluster of papers focuses on economic development, regional competitiveness, and management strategies. It covers topics such as investment attractiveness, cluster policy, sustainable tourism, energy strategy, and knowledge management. The papers analyze the impact of various factors on economic activity and aim to provide insights into improving regional competitiveness and sustainable development.",https://en.wikipedia.org/wiki/Economic_development
14094,Italy: Economic History and Contemporary Issues,2002,Economics and Econometrics,20,"Economics, Econometrics and Finance",2,Social Sciences,Economic Development; Financial Markets; Italy; Monetary Policy; Labor Market; Immigration; Fiscal Policy; Banking Regulation; Public Sector Efficiency; Trade and Growth,"This cluster of papers explores various aspects of economic development, financial markets, and policy implications in Italy. It covers topics such as monetary policy, labor market dynamics, immigration, fiscal policy, banking regulation, public sector efficiency, and trade-related growth. The research provides insights into the historical traditions of civicness, local economic development, and the impact of global financial conditions on emerging markets.",https://en.wikipedia.org/wiki/Economy_of_Italy
14231,New Zealand Economic and Social Studies,2002,Economics and Econometrics,20,"Economics, Econometrics and Finance",2,Social Sciences,New Zealand; economy; environmental policy; regional dynamics; income distribution; land use; climate change; agricultural emissions; housing market; labour productivity,"This cluster of papers focuses on the economic and environmental dynamics of New Zealand, covering topics such as income distribution, regional dynamics, land use, climate change, agricultural emissions, and the housing market. It explores the intersection of economic policies, environmental sustainability, and social welfare within the context of New Zealand's economy.",https://en.wikipedia.org/wiki/Economy_of_New_Zealand
14491,Diverse academic and cultural studies,2002,Economics and Econometrics,20,"Economics, Econometrics and Finance",2,Social Sciences,Knowledge Economy; Innovation; Territorial Marketing; Industrial Districts; Cultural Heritage; Sustainable Development; Globalization; Small and Medium Enterprises; Social Responsibility; Art and Design,"This cluster of papers explores the intersection of knowledge, innovation, and economic development, with a focus on topics such as the knowledge economy, industrial districts, territorial marketing, cultural heritage, and sustainable development. It also delves into the role of small and medium enterprises, social responsibility, art, and design in shaping the economy of knowledge and innovation.",https://en.wikipedia.org/wiki/Knowledge_economy
14501,Global Economic and Social Development,2002,Economics and Econometrics,20,"Economics, Econometrics and Finance",2,Social Sciences,Inclusive Development; Economic Growth; Public-Private Partnership; Sustainable Development; Regional Policy; Agricultural Sector; Globalization; Social Inequality; Financial Stability; Entrepreneurship,"This cluster of papers covers a wide range of topics related to inclusive development, economic growth, public-private partnerships, sustainable development, regional policies, the agricultural sector, globalization, social inequality, financial stability, and entrepreneurship. The papers discuss various aspects of economic development, governance, and social progress in different regions and countries around the world.",https://en.wikipedia.org/wiki/Inclusive_development
14503,"Globalization, Economics, and Policies",2002,Economics and Econometrics,20,"Economics, Econometrics and Finance",2,Social Sciences,Globalization; Economic Development; International Trade; Technology Innovation; BRICS Countries; Financial Crisis; Corporate Strategy; Information Technology; Sustainability; Transnational Corporations,"This cluster of papers explores the impact of globalization on economic development, international trade, and technology innovation. It delves into the role of BRICS countries, the effects of financial crises, corporate strategies in a globalized economy, and the influence of information technology on business sustainability.",https://en.wikipedia.org/wiki/Globalization
10468,Photovoltaic System Optimization Techniques,2105,"Renewable Energy, Sustainability and the Environment",21,Energy,3,Physical Sciences,Photovoltaic Arrays; Maximum Power Point Tracking; Solar Energy; MPPT Techniques; PV System; Renewable Energy; Grid-Connected Inverters; Modeling and Simulation; Partial Shading; Parameter Estimation,"This cluster of papers focuses on the optimization, modeling, and simulation of photovoltaic arrays, with a specific emphasis on maximum power point tracking (MPPT) techniques. It covers topics such as the role of renewable energy, grid-connected inverters, impact of dust on solar energy, temperature dependence of photovoltaic modules, and the development of control systems for MPPT.",https://en.wikipedia.org/wiki/Maximum_power_point_tracking
10476,Algal biology and biofuel production,2105,"Renewable Energy, Sustainability and the Environment",21,Energy,3,Physical Sciences,Biodiesel; Microalgae; Biofuels; Production; Harvesting; Genome Analysis; Nutrient Removal; Lipid Accumulation; Photobioreactors; Sustainable Industry,"This cluster of papers focuses on the use of microalgae as a sustainable source for biofuels production, including biodiesel. It covers various aspects such as genome analysis, lipid accumulation, nutrient removal, and the use of photobioreactors for mass cultivation. The research also explores the potential commercial applications and the challenges in commercialization of algal biofuels.",https://en.wikipedia.org/wiki/Algae_fuel
10905,Solar Thermal and Photovoltaic Systems,2105,"Renewable Energy, Sustainability and the Environment",21,Energy,3,Physical Sciences,Solar Thermal Collectors; Photovoltaic/Thermal Hybrid Technology; Concentrated Solar Power Plants; Solar Energy Use in Industries; Photovoltaic Efficiency; Central Receiver Designs; Phase Change Materials; Nanofluid Cooling; Building Integrated Photovoltaics; Energy and Exergy Analysis,"This cluster of papers focuses on advancements in solar thermal energy technologies, including solar thermal collectors, photovoltaic/thermal hybrid technology, concentrated solar power plants, use of solar energy in industries, photovoltaic efficiency, central receiver designs, phase change materials, nanofluid cooling, building integrated photovoltaics, and energy and exergy analysis.",https://en.wikipedia.org/wiki/Solar_thermal_energy
11225,Geothermal Energy Systems and Applications,2105,"Renewable Energy, Sustainability and the Environment",21,Energy,3,Physical Sciences,Geothermal Energy; Ground Source Heat Pump; Renewable Energy; Thermal Conductivity; Enhanced Geothermal Systems; Heat Transfer; Energy Piles; Thermal Response Test; Seasonal Thermal Energy Storage; Sustainability,"This cluster of papers covers a wide range of topics related to geothermal energy technology and applications, including ground source heat pumps, thermal conductivity of rocks and soils, enhanced geothermal systems, energy piles, seasonal thermal energy storage, and sustainability. The papers discuss experimental evaluations, numerical simulations, performance analyses, and techno-economic appraisals of various geothermal energy systems and technologies.",https://en.wikipedia.org/wiki/Geothermal_energy
11626,Metalloenzymes and iron-sulfur proteins,2105,"Renewable Energy, Sustainability and the Environment",21,Energy,3,Physical Sciences,Hydrogenases; Nitrogen Fixation; Iron-Sulfur Clusters; Molecular Catalysis; Electrocatalytic Hydrogen Production; Biomimetic Models; Enzyme Structure-Function; Photosynthetic Systems; Molybdenum Cofactor; Mitochondrial Iron-Sulfur Biogenesis,"This cluster of papers explores the occurrence, classification, and biological function of hydrogenases, including their role in nitrogen fixation, structure-function relationships of iron-sulfur clusters, molecular catalysis for hydrogen production, biomimetic models of enzyme active sites, and the application of hydrogenases in photosynthetic systems and mitochondrial iron-sulfur biogenesis.",https://en.wikipedia.org/wiki/Hydrogenase
11784,CO2 Reduction Techniques and Catalysts,2105,"Renewable Energy, Sustainability and the Environment",21,Energy,3,Physical Sciences,Electrocatalysis; Carbon Dioxide; Catalysts; Renewable Fuels; Electrochemical Conversion; CO2 Reduction; Metallic Surfaces; Molecular Catalysis; Selective Reduction; Heterogeneous Electrocatalysts,"This cluster of papers focuses on the electrochemical reduction of carbon dioxide to produce renewable fuels and chemicals. It covers topics such as electrocatalysis, catalysts for CO2 reduction, molecular and metallic surfaces, and selective reduction processes.",https://en.wikipedia.org/wiki/Carbon_dioxide_electroreduction
11877,Iron oxide chemistry and applications,2105,"Renewable Energy, Sustainability and the Environment",21,Energy,3,Physical Sciences,Hematite; Photoelectrodes; Water Splitting; Nanostructures; Photoelectrochemical; Solar; Nanorods; Catalysis; Surface Charging; Photooxidation,"This cluster of papers focuses on the advancements in solar water splitting technology, particularly the use of hematite-based photoelectrodes and nanostructures for efficient photoelectrochemical water splitting. The research covers topics such as surface charging, catalysis, nanostructure design, and the role of various dopants in improving the efficiency of solar water splitting.",https://en.wikipedia.org/wiki/Artificial_photosynthesis
